State,"County, State",2017 Food Insecurity Rate,lat,lng
SD,"Davison County, South Dakota",0.11800000000000001,43.7242124,-98.2212979
SD,"Day County, South Dakota",0.124,45.4167482,-97.70237159999999
SD,"Deuel County, South Dakota",0.099,44.7311414,-96.663812
SD,"Dewey County, South Dakota",0.20600000000000002,45.2486497,-100.7110465
SD,"Douglas County, South Dakota",0.095,43.4059132,-98.3964938
SD,"Edmunds County, South Dakota",0.077,45.458626,-99.181873
SD,"Fall River County, South Dakota",0.11800000000000001,43.2240279,-103.4511768
SD,"Faulk County, South Dakota",0.10300000000000001,45.0827008,-99.1531325
SD,"Grant County, South Dakota",0.08800000000000001,45.1752383,-96.75070350000001
SD,"Gregory County, South Dakota",0.122,43.1983133,-99.1013498
SD,"Haakon County, South Dakota",0.11800000000000001,44.2671365,-101.5248055
SD,"Hamlin County, South Dakota",0.081,44.6998712,-97.179026
SD,"Hand County, South Dakota",0.099,44.494661,-99.0128926
SD,"Hanson County, South Dakota",0.09,43.6082107,-97.69822719999999
SD,"Harding County, South Dakota",0.111,45.5482666,-103.5995692
SD,"Hughes County, South Dakota",0.107,44.3535022,-99.8124935
SD,"Hutchinson County, South Dakota",0.107,43.3017202,-97.69822719999999
SD,"Hyde County, South Dakota",0.106,44.5334083,-99.456155
SD,"Jackson County, South Dakota",0.214,43.6648065,-101.5248055
SD,"Jerauld County, South Dakota",0.095,44.0364698,-98.61606739999999
SD,"Jones County, South Dakota",0.106,43.9715804,-100.7097867
SD,"Kingsbury County, South Dakota",0.092,44.37773110000001,-97.5247243
SD,"Lake County, South Dakota",0.11599999999999999,43.9466791,-97.179026
SD,"Lawrence County, South Dakota",0.115,44.31065299999999,-103.7979877
SD,"Lincoln County, South Dakota",0.07,43.2026862,-96.83509989999999
SD,"Lyman County, South Dakota",0.14300000000000002,43.9016694,-99.8124935
SD,"McCook County, South Dakota",0.09300000000000001,43.6310744,-97.35165579999999
SD,"McPherson County, South Dakota",0.11699999999999999,45.7555982,-99.27841289999999
SD,"Marshall County, South Dakota",0.096,45.7271214,-97.60462350000002
SD,"Meade County, South Dakota",0.098,44.4415188,-102.6855069
SD,"Mellette County, South Dakota",0.196,43.5169738,-100.7097867
SD,"Miner County, South Dakota",0.102,44.0643951,-97.69822719999999
SD,"Minnehaha County, South Dakota",0.111,43.6631787,-96.83509989999999
SD,"Moody County, South Dakota",0.113,43.9779303,-96.663812
SD,"Oglala Lakota County, South Dakota",0.27,43.2437442,-102.6216211
SD,"Pennington County, South Dakota",0.115,43.8901111,-102.2547919
SD,"Perkins County, South Dakota",0.105,45.3888403,-102.3224309
SD,"Potter County, South Dakota",0.086,45.0875052,-99.9904285
SD,"Roberts County, South Dakota",0.136,45.611639,-97.0335771
SD,"Sanborn County, South Dakota",0.099,44.0403291,-98.04651849999999
SD,"Spink County, South Dakota",0.10300000000000001,44.844023,-98.3516918
SD,"Stanley County, South Dakota",0.085,44.3386264,-100.8000051
SD,"Sully County, South Dakota",0.083,44.7797647,-100.0681792
SD,"Todd County, South Dakota",0.254,43.2115664,-100.7097867
SD,"Tripp County, South Dakota",0.131,43.2236446,-99.72326729999999
SD,"Turner County, South Dakota",0.098,43.3355563,-97.179026
SD,"Union County, South Dakota",0.094,42.8621348,-96.7065914
SD,"Walworth County, South Dakota",0.11699999999999999,45.381146,-100.0944336
SD,"Yankton County, South Dakota",0.115,43.016179,-97.35165579999999
SD,"Ziebach County, South Dakota",0.21600000000000003,44.8481045,-101.702202
TN,"Anderson County, Tennessee",0.126,36.0809574,-84.2278796
TN,"Bedford County, Tennessee",0.11800000000000001,35.4702472,-86.4592091
TN,"Benton County, Tennessee",0.145,36.1170244,-88.050979
TN,"Bledsoe County, Tennessee",0.14300000000000002,35.6028856,-85.2308414
TN,"Blount County, Tennessee",0.107,35.6710541,-83.8473015
TN,"Bradley County, Tennessee",0.127,35.1937778,-84.8567932
TN,"Campbell County, Tennessee",0.142,36.3817326,-84.1857115
TN,"Cannon County, Tennessee",0.11800000000000001,35.8070317,-86.05296039999999
TN,"Carroll County, Tennessee",0.147,35.9917193,-88.4016041
TN,"Carter County, Tennessee",0.149,36.2638604,-82.12783999999999
TN,"Cheatham County, Tennessee",0.09699999999999999,36.184749,-87.10237459999999
TN,"Chester County, Tennessee",0.133,35.4270939,-88.6723578
TN,"Claiborne County, Tennessee",0.14400000000000002,36.4830423,-83.63484299999999
TN,"Clay County, Tennessee",0.155,36.5701766,-85.56121
TN,"Cocke County, Tennessee",0.156,35.9359517,-83.12200740000002
TN,"Coffee County, Tennessee",0.11800000000000001,35.4576849,-86.05296039999999
TN,"Crockett County, Tennessee",0.131,35.7812386,-89.1324866
TN,"Cumberland County, Tennessee",0.11699999999999999,35.8994729,-85.02334599999999
TN,"Davidson County, Tennessee",0.146,36.1342563,-86.8220341
TN,"Decatur County, Tennessee",0.14400000000000002,35.595087,-88.1291387
TN,"DeKalb County, Tennessee",0.129,35.9728357,-85.80766
TN,"Dickson County, Tennessee",0.115,36.1459799,-87.30161319999999
TN,"Dyer County, Tennessee",0.151,36.0445248,-89.436391
TN,"Fayette County, Tennessee",0.134,35.1257427,-89.4742177
TN,"Fentress County, Tennessee",0.14,36.37106,-84.8984775
TN,"Franklin County, Tennessee",0.11800000000000001,35.1946865,-86.05296039999999
TN,"Gibson County, Tennessee",0.147,35.9969735,-88.86469799999999
TN,"Giles County, Tennessee",0.13,35.0894745,-86.9824288
TN,"Grainger County, Tennessee",0.122,36.3059333,-83.54965659999999
TN,"Greene County, Tennessee",0.127,36.1347943,-82.82097399999999
TN,"Grundy County, Tennessee",0.157,35.4013452,-85.684578
TN,"Hamblen County, Tennessee",0.126,36.2054334,-83.2934086
TN,"Hamilton County, Tennessee",0.135,35.1618966,-85.14793639999999
TN,"Hancock County, Tennessee",0.153,36.5456022,-83.2077645
TN,"Hardeman County, Tennessee",0.188,35.1229172,-89.0179332
TN,"Hardin County, Tennessee",0.138,35.1142443,-88.24611829999999
TN,"Hawkins County, Tennessee",0.13,36.4445545,-82.95015579999999
TN,"Haywood County, Tennessee",0.19699999999999998,35.593858,-89.2621216
TN,"Henderson County, Tennessee",0.14300000000000002,35.6427245,-88.4016041
TN,"Henry County, Tennessee",0.138,36.3369938,-88.24611829999999
TN,"Hickman County, Tennessee",0.126,35.80127969999999,-87.460397
TN,"Houston County, Tennessee",0.134,36.283619,-87.658113
TN,"Humphreys County, Tennessee",0.126,36.0245773,-87.7369607
TN,"Jackson County, Tennessee",0.141,36.4004931,-85.64348700000001
TN,"Jefferson County, Tennessee",0.11199999999999999,36.0417825,-83.46435509999999
TN,"Johnson County, Tennessee",0.145,36.4585672,-81.8224362
TN,"Knox County, Tennessee",0.127,35.9874629,-83.9419784
TN,"Lake County, Tennessee",0.20800000000000002,36.3270676,-89.49311759999999
TN,"Lauderdale County, Tennessee",0.198,35.7838834,-89.6628111
TN,"Lawrence County, Tennessee",0.128,35.2761735,-87.460397
TN,"Lewis County, Tennessee",0.133,35.4962054,-87.5000082
TN,"Lincoln County, Tennessee",0.124,35.1239397,-86.6207943
TN,"Loudon County, Tennessee",0.098,35.7374411,-84.3121264
TN,"McMinn County, Tennessee",0.131,35.4037048,-84.6479124
TN,"McNairy County, Tennessee",0.149,35.1183208,-88.55653099999999
TN,"Macon County, Tennessee",0.12,36.4983882,-85.971322
TN,"Madison County, Tennessee",0.175,35.6479574,-88.86469799999999
TN,"Marion County, Tennessee",0.128,35.0928512,-85.64348700000001
TN,"Marshall County, Tennessee",0.113,35.4792517,-86.7818523
TN,"Maury County, Tennessee",0.11699999999999999,35.6195242,-87.14228949999999
TN,"Meigs County, Tennessee",0.125,35.519359,-84.79420909999999
TN,"Monroe County, Tennessee",0.128,35.471793,-84.2278796
TN,"Montgomery County, Tennessee",0.136,36.4960406,-87.460397
TN,"Moore County, Tennessee",0.086,35.2700506,-86.357952
TN,"Morgan County, Tennessee",0.14,36.1004285,-84.6479124
TN,"Obion County, Tennessee",0.159,36.3469439,-89.1705998
TN,"Overton County, Tennessee",0.127,36.3880346,-85.31362179999999
TN,"Perry County, Tennessee",0.154,35.6786596,-87.89424509999999
TN,"Pickett County, Tennessee",0.124,36.5541091,-85.14793639999999
TN,"Polk County, Tennessee",0.122,35.1371578,-84.56414699999999
TN,"Putnam County, Tennessee",0.14400000000000002,36.134602,-85.47880649999999
TN,"Rhea County, Tennessee",0.147,35.5927914,-84.981754
TN,"Roane County, Tennessee",0.12,35.836117,-84.56414699999999
TN,"Robertson County, Tennessee",0.1,36.5250666,-86.86218269999999
TN,"Rutherford County, Tennessee",0.113,35.7724263,-86.3376761
TN,"Scott County, Tennessee",0.157,36.3976209,-84.5222189
TN,"Sequatchie County, Tennessee",0.114,35.3469428,-85.39627689999999
TN,"Sevier County, Tennessee",0.11699999999999999,35.8271682,-83.5070203
TN,"Shelby County, Tennessee",0.198,35.1268552,-89.9253233
TN,"Smith County, Tennessee",0.11199999999999999,36.2388468,-85.971322
TN,"Stewart County, Tennessee",0.135,36.5023236,-87.77633329999999
TN,"Sullivan County, Tennessee",0.124,36.4933147,-82.34518899999999
TN,"Sumner County, Tennessee",0.09699999999999999,36.4718084,-86.49965460000001
TN,"Tipton County, Tennessee",0.136,35.5217179,-89.7379958
TN,"Trousdale County, Tennessee",0.125,36.396385,-86.15482689999999
TN,"Unicoi County, Tennessee",0.135,36.073032,-82.5185837
TN,"Union County, Tennessee",0.134,36.3194272,-83.804868
TN,"Van Buren County, Tennessee",0.11800000000000001,35.6996916,-85.47880649999999
TN,"Warren County, Tennessee",0.129,35.7115652,-85.80766
TN,"Washington County, Tennessee",0.129,36.3321016,-82.5185837
TN,"Wayne County, Tennessee",0.135,35.282369,-87.77633329999999
TN,"Weakley County, Tennessee",0.151,36.3428865,-88.7108964
TN,"White County, Tennessee",0.122,35.9189882,-85.52002399999999
TN,"Williamson County, Tennessee",0.062,35.9179271,-86.86218269999999
TN,"Wilson County, Tennessee",0.092,36.1626241,-86.2970998
TX,"Anderson County, Texas",0.182,31.776932,-95.6457951
TX,"Andrews County, Texas",0.084,32.342627,-102.7135121
TX,"Angelina County, Texas",0.18899999999999997,31.2704698,-94.645035
TX,"Aransas County, Texas",0.165,28.0761262,-96.9638624
TX,"Archer County, Texas",0.14,33.5761511,-98.7481167
TX,"Armstrong County, Texas",0.131,34.937162,-101.4339148
TX,"Atascosa County, Texas",0.08800000000000001,28.8661281,-98.5721016
TX,"Austin County, Texas",0.147,29.8711291,-96.2800864
TX,"Bailey County, Texas",0.11199999999999999,34.0913057,-102.8975098
TX,"Bandera County, Texas",0.145,29.7404135,-99.2785583
TX,"Bastrop County, Texas",0.125,30.0458708,-97.35165579999999
TX,"Baylor County, Texas",0.162,33.5373926,-99.2785583
TX,"Bee County, Texas",0.139,28.3624206,-97.69822719999999
TX,"Bell County, Texas",0.187,31.134411,-97.5247243
TX,"Bexar County, Texas",0.114,29.4200763,-98.5721016
TX,"Blanco County, Texas",0.131,30.3500511,-98.3964938
TX,"Borden County, Texas",0.129,32.82331080000001,-101.4339148
TX,"Bosque County, Texas",0.155,31.8507607,-97.69822719999999
TX,"Bowie County, Texas",0.215,33.4473287,-94.479976
TX,"Brazoria County, Texas",0.14,29.2131857,-95.4777811
TX,"Brazos County, Texas",0.203,30.6504141,-96.3226072
TX,"Brewster County, Texas",0.12300000000000001,29.6629938,-103.3587288
TX,"Briscoe County, Texas",0.134,34.526178,-101.1617356
TX,"Brooks County, Texas",0.147,27.0273057,-98.2212979
TX,"Brown County, Texas",0.158,31.7705105,-98.92453429999999
TX,"Burleson County, Texas",0.161,30.4500257,-96.663812
TX,"Burnet County, Texas",0.135,30.7270349,-98.2212979
TX,"Caldwell County, Texas",0.125,29.8849106,-97.6699144
TX,"Calhoun County, Texas",0.125,28.4169365,-96.663812
TX,"Callahan County, Texas",0.16399999999999998,32.2728116,-99.456155
TX,"Cameron County, Texas",0.114,26.1284971,-97.5247243
TX,"Camp County, Texas",0.183,32.9567043,-94.99744609999999
TX,"Carson County, Texas",0.127,35.4578717,-101.4339148
TX,"Cass County, Texas",0.21,33.09443420000001,-94.315422
TX,"Castro County, Texas",0.095,34.4985047,-102.3463875
TX,"Chambers County, Texas",0.151,29.7524956,-94.6863782
TX,"Cherokee County, Texas",0.177,31.7981828,-95.1432068
TX,"Childress County, Texas",0.18100000000000002,34.5257527,-100.1703257
TX,"Clay County, Texas",0.161,33.7900416,-98.2212979
TX,"Cochran County, Texas",0.131,33.5643803,-102.8975098
TX,"Coke County, Texas",0.156,31.82776629999999,-100.5296115
TX,"Coleman County, Texas",0.17800000000000002,31.7320219,-99.456155
TX,"Collin County, Texas",0.142,33.1795213,-96.49297969999999
TX,"Collingsworth County, Texas",0.133,35.0351623,-100.3497895
TX,"Colorado County, Texas",0.136,29.5378648,-96.49297969999999
TX,"Comal County, Texas",0.11800000000000001,29.8105572,-98.2212979
TX,"Comanche County, Texas",0.146,31.9755461,-98.5721016
TX,"Concho County, Texas",0.091,31.3431641,-99.8124935
TX,"Cooke County, Texas",0.156,33.6672185,-97.35165579999999
TX,"Coryell County, Texas",0.183,31.4774358,-97.87216
TX,"Cottle County, Texas",0.18100000000000002,34.159117,-100.3497895
TX,"Crane County, Texas",0.084,31.4654966,-102.5298028
TX,"Crockett County, Texas",0.099,30.5977955,-101.1617356
TX,"Crosby County, Texas",0.127,33.5500004,-101.2523792
TX,"Culberson County, Texas",0.106,31.347767,-104.4723301
TX,"Dallam County, Texas",0.124,36.20745,-102.5298028
TX,"Dallas County, Texas",0.172,32.8024682,-96.83509989999999
TX,"Dawson County, Texas",0.121,32.7717423,-101.9804613
TX,"Deaf Smith County, Texas",0.087,35.0017354,-102.5298028
TX,"Delta County, Texas",0.193,33.3493128,-95.77212039999999
TX,"Denton County, Texas",0.14300000000000002,33.1418611,-97.179026
TX,"DeWitt County, Texas",0.14300000000000002,29.1235194,-97.35165579999999
TX,"Dickens County, Texas",0.154,33.5985109,-100.7097867
TX,"Dimmit County, Texas",0.10400000000000001,28.4116514,-99.8124935
TX,"Donley County, Texas",0.16899999999999998,34.9875355,-100.8903099
TX,"Duval County, Texas",0.10400000000000001,27.7525271,-98.5721016
TX,"Eastland County, Texas",0.17,32.3240465,-98.7481167
TX,"Ector County, Texas",0.098,31.8246483,-102.5298028
TX,"Edwards County, Texas",0.062,29.9282955,-100.439656
TX,"Ellis County, Texas",0.136,32.2619765,-96.83509989999999
TX,"El Paso County, Texas",0.096,31.8039824,-106.2051484
TX,"Erath County, Texas",0.177,32.17934040000001,-98.2212979
TX,"Falls County, Texas",0.204,31.1636412,-97.0068393
TX,"Fannin County, Texas",0.168,33.5544296,-96.15269850000001
TX,"Fayette County, Texas",0.13,29.8896442,-96.83509989999999
TX,"Fisher County, Texas",0.145,32.7398733,-100.3497895
TX,"Floyd County, Texas",0.115,34.0791533,-101.2523792
TX,"Foard County, Texas",0.11900000000000001,33.9865825,-99.7678687
TX,"Fort Bend County, Texas",0.139,29.5692614,-95.81428849999999
TX,"Franklin County, Texas",0.17,33.1959954,-95.18492189999999
TX,"Freestone County, Texas",0.19399999999999998,31.7534889,-96.15269850000001
TX,"Frio County, Texas",0.08800000000000001,28.831355,-99.1013498
TX,"Gaines County, Texas",0.10400000000000001,32.6987519,-102.7135121
TX,"Galveston County, Texas",0.166,29.37634989999999,-94.8520636
TX,"Garza County, Texas",0.105,33.1955897,-101.2523792
TX,"Gillespie County, Texas",0.13,30.31499299999999,-98.92453429999999
TX,"Glasscock County, Texas",0.102,31.912308,-101.6157773
TX,"Goliad County, Texas",0.133,28.5673709,-97.35165579999999
TX,"Gonzales County, Texas",0.12300000000000001,29.4834878,-97.5247243
TX,"Gray County, Texas",0.151,35.3352558,-100.8903099
TX,"Grayson County, Texas",0.17,33.7062406,-96.663812
TX,"Gregg County, Texas",0.20199999999999999,32.4892547,-94.8520636
TX,"Grimes County, Texas",0.17600000000000002,30.4829853,-95.9832577
TX,"Guadalupe County, Texas",0.115,29.6477307,-97.87216
TX,"Hale County, Texas",0.131,34.1064941,-101.8891721
TX,"Hall County, Texas",0.184,34.4793521,-100.7097867
TX,"Hamilton County, Texas",0.16399999999999998,31.6368668,-98.2212979
TX,"Hansford County, Texas",0.11699999999999999,36.31837489999999,-101.4339148
TX,"Hardeman County, Texas",0.157,34.2177242,-99.634135
TX,"Hardin County, Texas",0.174,30.364764,-94.315422
TX,"Harris County, Texas",0.163,29.7751825,-95.3102505
TX,"Harrison County, Texas",0.198,32.5539228,-94.315422
TX,"Hartley County, Texas",0.133,35.86479569999999,-102.5298028
TX,"Haskell County, Texas",0.156,33.1403423,-99.8124935
TX,"Hays County, Texas",0.132,30.0537607,-98.0028892
TX,"Hemphill County, Texas",0.106,35.9022267,-100.3497895
TX,"Henderson County, Texas",0.17800000000000002,32.1321367,-95.81428849999999
TX,"Hidalgo County, Texas",0.114,26.4656319,-98.2212979
TX,"Hill County, Texas",0.165,32.0621768,-97.179026
TX,"Hockley County, Texas",0.11900000000000001,33.6212592,-102.3463875
TX,"Hood County, Texas",0.153,32.4296296,-97.8286368
TX,"Hopkins County, Texas",0.174,33.2282942,-95.4777811
TX,"Houston County, Texas",0.226,31.2377559,-95.4777811
TX,"Howard County, Texas",0.131,32.2875944,-101.4339148
TX,"Hudspeth County, Texas",0.134,31.5707433,-105.5943388
TX,"Hunt County, Texas",0.179,33.1967938,-96.15269850000001
TX,"Hutchinson County, Texas",0.159,35.8031909,-101.4339148
TX,"Irion County, Texas",0.134,31.2557696,-100.8903099
TX,"Jack County, Texas",0.159,33.2560382,-98.2212979
TX,"Jackson County, Texas",0.14,28.9340886,-96.5356449
TX,"Jasper County, Texas",0.212,30.9263644,-93.9878427
TX,"Jeff Davis County, Texas",0.098,30.750805,-104.1930918
TX,"Jefferson County, Texas",0.228,29.8165398,-94.15137639999999
TX,"Jim Hogg County, Texas",0.08900000000000001,26.995506,-98.7481167
TX,"Jim Wells County, Texas",0.107,27.7841718,-98.04651849999999
TX,"Johnson County, Texas",0.14,32.4133566,-97.35165579999999
TX,"Jones County, Texas",0.168,32.7833435,-99.8124935
TX,"Karnes County, Texas",0.11900000000000001,28.9089085,-97.87216
TX,"Kaufman County, Texas",0.14800000000000002,32.5889211,-96.3089299
TX,"Kendall County, Texas",0.113,29.9603413,-98.7481167
TX,"Kenedy County, Texas",0.11599999999999999,26.8697147,-97.69822719999999
TX,"Kent County, Texas",0.149,33.2438434,-100.7097867
TX,"Kerr County, Texas",0.14,30.0945305,-99.456155
TX,"Kimble County, Texas",0.161,30.4338473,-99.8124935
TX,"King County, Texas",0.155,33.644342,-100.1703257
TX,"Kinney County, Texas",0.087,29.2934865,-100.3497895
TX,"Kleberg County, Texas",0.13,27.4308339,-97.69822719999999
TX,"Knox County, Texas",0.132,33.6734243,-99.8124935
TX,"Lamar County, Texas",0.20199999999999999,33.75694,-95.6457951
TX,"Lamb County, Texas",0.13,34.1486153,-102.3463875
TX,"Lampasas County, Texas",0.145,31.2737682,-98.2212979
TX,"La Salle County, Texas",0.05,28.2758921,-99.1013498
TX,"Lavaca County, Texas",0.147,29.33590539999999,-96.83509989999999
TX,"Lee County, Texas",0.14800000000000002,30.2967161,-96.9638624
TX,"Leon County, Texas",0.18,31.2152685,-95.9832577
TX,"Liberty County, Texas",0.17800000000000002,30.1633593,-94.81059549999999
TX,"Limestone County, Texas",0.192,31.5461078,-96.663812
TX,"Lipscomb County, Texas",0.12,36.2464455,-100.3497895
TX,"Live Oak County, Texas",0.125,28.342294,-98.04651849999999
TX,"Llano County, Texas",0.156,30.692528,-98.7481167
TX,"Loving County, Texas",0.177,31.8883434,-103.6362715
TX,"Lubbock County, Texas",0.159,33.6753624,-101.7979613
TX,"Lynn County, Texas",0.125,33.1446401,-101.7979613
TX,"McCulloch County, Texas",0.138,31.2016122,-99.2785583
TX,"McLennan County, Texas",0.183,31.5182285,-97.179026
TX,"McMullen County, Texas",0.07,28.3102323,-98.5721016
TX,"Madison County, Texas",0.174,30.9888479,-95.94097099999999
TX,"Marion County, Texas",0.226,32.7780679,-94.35651299999999
TX,"Martin County, Texas",0.08199999999999999,32.2364722,-101.9804613
TX,"Mason County, Texas",0.138,30.6556091,-99.2785583
TX,"Matagorda County, Texas",0.16899999999999998,28.8204837,-95.9832577
TX,"Maverick County, Texas",0.1,28.7410473,-100.3497895
TX,"Medina County, Texas",0.091,29.2987871,-99.0128926
TX,"Menard County, Texas",0.127,30.9802428,-99.8124935
TX,"Midland County, Texas",0.10300000000000001,31.8781368,-101.9804613
TX,"Milam County, Texas",0.168,30.8092642,-96.9795011
TX,"Mills County, Texas",0.142,31.6137467,-98.5721016
TX,"Mitchell County, Texas",0.12300000000000001,32.3360516,-100.8903099
TX,"Montague County, Texas",0.16899999999999998,33.6460993,-97.69822719999999
TX,"Montgomery County, Texas",0.138,30.3213482,-95.4777811
TX,"Moore County, Texas",0.113,35.8446761,-101.8891721
TX,"Morris County, Texas",0.221,33.122847,-94.7691586
TX,"Motley County, Texas",0.156,34.1280332,-100.7097867
TX,"Nacogdoches County, Texas",0.21600000000000003,31.6353071,-94.645035
TX,"Navarro County, Texas",0.171,32.0991878,-96.49297969999999
TX,"Newton County, Texas",0.215,30.9359604,-93.66232389999999
TX,"Nolan County, Texas",0.14300000000000002,32.3818737,-100.3497895
TX,"Nueces County, Texas",0.11599999999999999,27.7693351,-97.4814163
TX,"Ochiltree County, Texas",0.098,36.2921544,-100.8000051
TX,"Oldham County, Texas",0.146,35.4247226,-102.6216211
TX,"Orange County, Texas",0.19,30.1484033,-93.86553029999999
TX,"Palo Pinto County, Texas",0.16699999999999998,32.7511956,-98.31041839999999
TX,"Panola County, Texas",0.191,32.1920035,-94.315422
TX,"Parker County, Texas",0.139,32.7415519,-97.87216
TX,"Parmer County, Texas",0.09300000000000001,34.4604292,-102.7135121
TX,"Pecos County, Texas",0.08199999999999999,30.8253214,-102.6216211
TX,"Polk County, Texas",0.18899999999999997,30.7150882,-94.81059549999999
TX,"Potter County, Texas",0.166,35.404373,-101.9804613
TX,"Presidio County, Texas",0.135,29.9480666,-104.1001326
TX,"Rains County, Texas",0.161,32.9009129,-95.77212039999999
TX,"Randall County, Texas",0.134,34.9020377,-101.7979613
TX,"Reagan County, Texas",0.085,31.2903569,-101.5248055
TX,"Real County, Texas",0.174,29.8851459,-99.8124935
TX,"Red River County, Texas",0.201,33.6072302,-94.976654
TX,"Reeves County, Texas",0.071,31.4307975,-103.7289167
TX,"Refugio County, Texas",0.129,28.3465339,-97.1359377
TX,"Roberts County, Texas",0.131,35.8540979,-100.8903099
TX,"Robertson County, Texas",0.175,31.0080004,-96.49297969999999
TX,"Rockwall County, Texas",0.11900000000000001,32.8721646,-96.365157
TX,"Runnels County, Texas",0.138,31.8714508,-99.99122539999999
TX,"Rusk County, Texas",0.182,32.1741887,-94.81059549999999
TX,"Sabine County, Texas",0.212,31.2974233,-93.8248241
TX,"San Augustine County, Texas",0.235,31.4699363,-94.15137639999999
TX,"San Jacinto County, Texas",0.183,30.5187687,-95.1432068
TX,"San Patricio County, Texas",0.124,27.9999695,-97.5247243
TX,"San Saba County, Texas",0.149,31.238909,-98.7481167
TX,"Schleicher County, Texas",0.085,30.9234947,-100.5296115
TX,"Scurry County, Texas",0.12300000000000001,32.6937844,-100.8903099
TX,"Shackelford County, Texas",0.162,32.8242297,-99.2785583
TX,"Shelby County, Texas",0.20600000000000002,31.8343021,-94.15137639999999
TX,"Sherman County, Texas",0.105,36.2643429,-101.9804613
TX,"Smith County, Texas",0.182,32.3352505,-95.3102505
TX,"Somervell County, Texas",0.171,32.2547696,-97.7416703
TX,"Starr County, Texas",0.129,26.6215167,-98.7481167
TX,"Stephens County, Texas",0.166,32.7399935,-98.8400144
TX,"Sterling County, Texas",0.115,31.78149299999999,-101.0711758
TX,"Stonewall County, Texas",0.14300000000000002,33.1114912,-100.1703257
TX,"Sutton County, Texas",0.08,30.5598827,-100.5296115
TX,"Swisher County, Texas",0.151,34.5532757,-101.7979613
TX,"Tarrant County, Texas",0.16,32.7732044,-97.35165579999999
TX,"Taylor County, Texas",0.16699999999999998,32.2455088,-99.8124935
TX,"Terrell County, Texas",0.122,30.2348611,-102.1632718
TX,"Terry County, Texas",0.114,33.0909654,-102.3463875
TX,"Throckmorton County, Texas",0.168,33.1814565,-99.2785583
TX,"Titus County, Texas",0.153,33.2493126,-94.976654
TX,"Tom Green County, Texas",0.131,31.3839017,-100.439656
TX,"Travis County, Texas",0.146,30.2097015,-97.69822719999999
TX,"Trinity County, Texas",0.193,31.0687648,-95.1432068
TX,"Tyler County, Texas",0.193,30.7324447,-94.315422
TX,"Upshur County, Texas",0.179,32.7099747,-94.976654
TX,"Upton County, Texas",0.121,31.33848429999999,-101.9804613
TX,"Uvalde County, Texas",0.09,29.3342663,-99.8124935
TX,"Val Verde County, Texas",0.09300000000000001,29.8687682,-101.1617356
TX,"Van Zandt County, Texas",0.162,32.4936974,-95.81428849999999
TX,"Victoria County, Texas",0.129,28.7712909,-97.0068393
TX,"Walker County, Texas",0.225,30.6815394,-95.6457951
TX,"Waller County, Texas",0.18100000000000002,29.9751629,-96.02557379999999
TX,"Ward County, Texas",0.10099999999999999,31.5395559,-103.1279039
TX,"Washington County, Texas",0.16899999999999998,30.2352956,-96.365157
TX,"Webb County, Texas",0.094,27.8174487,-99.0128926
TX,"Wharton County, Texas",0.151,29.36909319999999,-96.15269850000001
TX,"Wheeler County, Texas",0.163,35.3830893,-100.3497895
TX,"Wichita County, Texas",0.185,33.9309651,-98.7481167
TX,"Wilbarger County, Texas",0.165,34.0688089,-99.2785583
TX,"Willacy County, Texas",0.141,26.4948223,-97.69822719999999
TX,"Williamson County, Texas",0.125,30.7591685,-97.69822719999999
TX,"Wilson County, Texas",0.096,29.2683783,-98.04651849999999
TX,"Winkler County, Texas",0.105,31.76846,-103.0817903
TX,"Wise County, Texas",0.145,33.2895861,-97.69822719999999
TX,"Wood County, Texas",0.16699999999999998,32.8296216,-95.35208759999999
TX,"Yoakum County, Texas",0.07200000000000001,33.2114703,-102.8975098
TX,"Young County, Texas",0.155,33.2200087,-98.7481167
TX,"Zapata County, Texas",0.11199999999999999,26.9730763,-99.1013498
TX,"Zavala County, Texas",0.14300000000000002,28.8801264,-99.72326729999999
UT,"Beaver County, Utah",0.132,38.3266376,-113.287085
UT,"Box Elder County, Utah",0.12300000000000001,41.5380087,-113.1918021
UT,"Cache County, Utah",0.14400000000000002,41.7560026,-111.7614661
UT,"Carbon County, Utah",0.149,39.6479807,-110.6168921
UT,"Daggett County, Utah",0.10300000000000001,40.9053845,-109.5211063
UT,"Davis County, Utah",0.10800000000000001,40.9628845,-112.0953297
UT,"Duchesne County, Utah",0.145,40.2172448,-110.5215459
UT,"Emery County, Utah",0.14300000000000002,39.0738385,-110.7122465
UT,"Garfield County, Utah",0.156,37.8400344,-111.2845025
UT,"Grand County, Utah",0.147,39.0086287,-109.5613343
UT,"Iron County, Utah",0.16899999999999998,37.7854715,-113.1918021
UT,"Juab County, Utah",0.133,39.7108104,-112.7152125
UT,"Kane County, Utah",0.131,37.293251,-112.4291464
UT,"Millard County, Utah",0.11900000000000001,39.0611744,-113.1918021
UT,"Morgan County, Utah",0.09699999999999999,41.0576176,-111.6183755
UT,"Piute County, Utah",0.14,38.3997408,-112.1430215
UT,"Rich County, Utah",0.14300000000000002,41.5629707,-111.1891151
UT,"Salt Lake County, Utah",0.11800000000000001,40.644188,-111.9522491
UT,"San Juan County, Utah",0.19399999999999998,37.4634157,-109.7591675
UT,"Sanpete County, Utah",0.147,39.3090085,-111.5706786
UT,"Sevier County, Utah",0.142,38.7333524,-111.6660725
UT,"Summit County, Utah",0.105,40.8297566,-110.9983515
